descricao,valor,categoria
Energia CPFL,292.51,Moradia
Aplicativo InDrive,51.44,Transporte
Energia Enel,361.72,Moradia
Plano de Saude Unimed,287.41,Saude
Aluguel Residencial Imovel,253.1,Moradia
Plano Odontologico Amil Dental,203.59,Saude
Feira Livre Central,49.99,Alimentacao
Cinema Cinemark,47.79,Lazer
Clinica Odontologica Sorriso,53.7,Saude
Streaming Amazon Prime,39.43,Lazer
Plano Odontologico OdontoPrev,122.22,Saude
Chaveiro 24 Horas,17.15,Servicos
Assistencia Tecnica Eletronicos,16.11,Servicos
Chaveiro 24 Horas,12.82,Servicos
Mensalidade Faculdade Anhanguera,564.24,Educacao
Plano de Saude Unimed,280.61,Saude
Curso Preparatorio Vestibular,111.74,Educacao
Estacionamento Zona Azul,36.1,Transporte
Papelaria Nobre,76.58,Educacao
Curso de Ingles Fisk,84.63,Educacao
Streaming Spotify Premium,32.26,Lazer
Farmacia Drogasil,207.54,Saude
Gas Comgas,406.58,Moradia
Padaria Ponto do Pao,41.4,Alimentacao
Boliche Fun Center,30.18,Lazer
Conta de Luz,202.73,Moradia
Farmacia Drogasil,48.09,Saude
Posto BR Mania,33.46,Transporte
Moveis Tok e Stok,137.91,Moradia
Mensalidade Escola Bilingue,148.76,Educacao
Manicure a Domicilio,32.61,Servicos
Streaming Amazon Prime,17.12,Lazer
Parque Aquatico Wet Fun,24.71,Lazer
Barbearia Moderna,28.85,Servicos
Oficina Mecanica Rapida,23.14,Transporte
Assinatura Duolingo Plus,83.52,Educacao
Clinica Odontologica Bem Estar,303.96,Saude
Parque Aquatico Wet Fun,14.99,Lazer
Plano de Saude SulAmerica,252.67,Saude
Academia Bio Ritmo,92.92,Saude
Lanchonete do Povo,44.85,Alimentacao
Servico de Fotografia,18.4,Servicos
Lava Rapido Brilho,12.44,Transporte
Posto Ipiranga,27.93,Transporte
Pet Shop Amigo Fiel,26.44,Servicos
Assinatura Duolingo Plus,60.82,Educacao
Supermercado Extra,131.56,Alimentacao
Posto Ale,29.29,Transporte
Mensalidade Escola Bilingue,57.57,Educacao
Clinica Odontologica Sorriso,377.3,Saude
Posto Ipiranga,48.78,Transporte
Pet Shop Bicho Feliz,5.8,Servicos
Auto Pecas Brasil,52.06,Transporte
Cinema Kinoplex,36.29,Lazer
Fisioterapia ReviveMed,87.99,Saude
Oficina Mecanica Silva,48.45,Transporte
Abastecimento Veiculo,65.63,Transporte
Aplicativo Uber,25.89,Transporte
Plano de Saude SulAmerica,82.1,Saude
Streaming Amazon Prime,51.04,Lazer
Oficina Mecanica Silva,84.11,Transporte
Cinema Ingresso Show,49.86,Lazer
Internet Oi Fibra,639.09,Moradia
Restaurante Prato Feito,104.68,Alimentacao
Gas Comgas,187.47,Moradia
Onibus Metropolitano,21.47,Transporte
Cinema Ingresso Show,16.43,Lazer
Salao de Beleza Charme,12.67,Servicos
Padaria Doce Vida,32.89,Alimentacao
Hortifruti Sao Joao,61.37,Alimentacao
Streaming Amazon Prime,16.12,Lazer
Plano Odontologico OdontoPrev,348.9,Saude
Bar do Amigo,16.81,Lazer
Farmacia Pague Menos,84.84,Saude
Seguro Residencial Porto,224.87,Moradia
Streaming HBO Max,11.18,Lazer
Barbearia Vintage,7.51,Servicos
Assistencia Tecnica Celular,49.57,Servicos
Lava Rapido Brilho,40.2,Transporte
Manicure a Domicilio,44.37,Servicos
Curso Tecnico Senai,60.55,Educacao
Assistencia Tecnica Celular,39.27,Servicos
Streaming Deezer,8.94,Lazer
Auto Pecas Brasil,52.06,Transporte
Fisioterapia ReviveMed,178.36,Saude
Aplicativo Uber,48.01,Transporte
Farmacia Pague Menos,221.55,Saude
Barbearia Classica,25.01,Servicos
Onibus Metropolitano,46.24,Transporte
Mensalidade Faculdade Unip,38.37,Educacao
Mercado Dia a Dia,53.99,Alimentacao
Padaria Bela Vista,39.18,Alimentacao
Material de Construcao Casa Show,1049.89,Moradia
Oficina Mecanica Rapida,16.19,Transporte
Laboratorio Exame Hermes Pardini,162.88,Saude
Laboratorio Exame Hermes Pardini,81.15,Saude
Padaria Bela Vista,70.79,Alimentacao
Onibus Metropolitano,31.08,Transporte
Seguro Residencial Porto,163.86,Moradia
Laboratorio Exame Hermes Pardini,203.94,Saude
Parque Aquatico Wet Fun,41.64,Lazer
Aplicativo 99,45.58,Transporte
Streaming HBO Max,11.96,Lazer
Parque de Diversoes,15.13,Lazer
Restaurante Prato Feito,32.08,Alimentacao
Mensalidade Faculdade Estacio,121.85,Educacao
Onibus Metropolitano,40.27,Transporte
Streaming Netflix,13.07,Lazer
Material de Construcao Casa Show,277.56,Moradia
Onibus Intermunicipal,24.52,Transporte
Assistencia Tecnica Eletronicos,26.83,Servicos
Livraria Saraiva,42.2,Educacao
Internet Oi Fibra,145.83,Moradia
Material de Construcao Casa Show,194.61,Moradia
Barbearia Vintage,36.13,Servicos
Remedio Farmacia,78.78,Saude
Mercadinho da Vila,86.95,Alimentacao
Seguro Residencial Bradesco,568.21,Moradia
Pet Shop Amigo Fiel,8.89,Servicos
Onibus Intermunicipal,47.38,Transporte
Mensalidade Faculdade Unip,103.76,Educacao
Barbearia Vintage,26.06,Servicos
Bar da Esquina,9.9,Lazer
Livraria Livraria Nobel,90.6,Educacao
Consulta Medica Particular,121.31,Saude
Plano de Saude SulAmerica,44.26,Saude
Barbearia Moderna,16.22,Servicos
Chaveiro 24 Horas,40.68,Servicos
Oficina Mecanica Silva,191.39,Transporte
Pet Shop Bicho Feliz,10.02,Servicos
Streaming Amazon Prime,42.39,Lazer
Consulta Medica Clinica Vida,64.1,Saude
Academia Bio Ritmo,206.61,Saude
Mercado Dia a Dia,21.5,Alimentacao
Material de Construcao Casa Show,277.01,Moradia
Mensalidade Escola Positivo,42.92,Educacao
Hortifruti Sao Joao,52.26,Alimentacao
Internet Tim Live,266.41,Moradia
Streaming HBO Max,25.03,Lazer
Lava Rapido Total,102.51,Transporte
Mensalidade Escola Objetivo,74.4,Educacao
Curso Tecnico Senai,111.84,Educacao
Pet Shop Bicho Feliz,28.67,Servicos
Posto BR Mania,24.58,Transporte
Plano Odontologico OdontoPrev,260.56,Saude
Aluguel Casa Jardim,216.21,Moradia
Feira Livre do Bairro,86.13,Alimentacao
Plano de Saude Unimed,141.72,Saude
Balada Clube Noturno,19.24,Lazer
Gas Ultragaz,189.24,Moradia
Curso Online Alura,40.54,Educacao
Barbearia Moderna,27.47,Servicos
Seguro Residencial Porto,214.51,Moradia
Restaurante Prato Feito,84.94,Alimentacao
Restaurante Sabor Caseiro,49.54,Alimentacao
Consulta Medica Particular,99.77,Saude
Padaria Sao Jose,36.79,Alimentacao
Lava Rapido Brilho,48.1,Transporte
Pet Shop Bicho Feliz,42.84,Servicos
Plano de Saude SulAmerica,425.72,Saude
Salao de Beleza Charme,15.15,Servicos
Lava Rapido Brilho,27.88,Transporte
Papelaria Escolar Center,90.24,Educacao
Farmacia Popular,71.72,Saude
Rappi Delivery,46.82,Alimentacao
Lava Rapido Total,38.6,Transporte
Gas Comgas,186.2,Moradia
Streaming Spotify Premium,21.56,Lazer
Energia Enel,375.96,Moradia
Estacionamento Zona Azul,37.89,Transporte
Streaming HBO Max,14.81,Lazer
Plano de Saude Unimed,58.07,Saude
Costureira do Bairro,14.58,Servicos
Estacionamento Zona Azul,15.48,Transporte
Assistencia Tecnica Celular,11.11,Servicos
Papelaria Nobre,81.25,Educacao
Supermercado Big Bompreco,40.85,Alimentacao
Aluguel Residencial Imovel,301.16,Moradia
Internet Tim Live,170.54,Moradia
Abastecimento Veiculo,55.2,Transporte
Bar do Amigo,34.87,Lazer
Fisioterapia ReviveMed,81.75,Saude
Lava Rapido Total,48.38,Transporte
Barbearia Classica,19.73,Servicos
Mensalidade Escola Objetivo,95.79,Educacao
Aplicativo Uber,48.36,Transporte
Assistencia Tecnica Eletronicos,12.07,Servicos
Energia Cemig,370.05,Moradia
Pedagio Via Facil,27.9,Transporte
Mensalidade Faculdade Anhanguera,194.55,Educacao
Passeio Parque Aquatico,51.66,Lazer
Metro Bilhete Unico,23.77,Transporte
Barbearia Moderna,9.95,Servicos
Barbearia Moderna,9.89,Servicos
Farmacia Pague Menos,54.8,Saude
Bar da Esquina,41.85,Lazer
Energia Enel,374.9,Moradia
Energia Cemig,225.86,Moradia
Curso Online Alura,69.46,Educacao
Parque de Diversoes,16.23,Lazer
Hospital Sao Marcos,60.33,Saude
Passeio Parque Aquatico,42.14,Lazer
Agua e Esgoto Copasa,672.78,Moradia
Parque Aquatico Wet Fun,43.08,Lazer
Bar da Esquina,19.93,Lazer
Curso Profissionalizante,78.94,Educacao
Livraria Livraria Nobel,59.34,Educacao
Salao de Beleza Charme,62.06,Servicos
Plano de Saude Unimed,175.5,Saude
Lava Rapido Brilho,48.46,Transporte
Cinema Ingresso Show,19.13,Lazer
Energia CPFL,184.97,Moradia
Mercadinho Bom Preco,55.38,Alimentacao
Curso de Ingles Fisk,45.71,Educacao
Streaming HBO Max,22.32,Lazer
Aluguel Apartamento Centro,133.69,Moradia
Energia Light,308.44,Moradia
Livraria Saraiva,57.46,Educacao
Laboratorio Exame Hermes Pardini,316.17,Saude
Costureira do Bairro,49.77,Servicos
Lavanderia Rapida,33.5,Servicos
Clinica Odontologica Sorriso,279.93,Saude
Mercado Atacadao,24.11,Alimentacao
Feira Livre do Bairro,70.97,Alimentacao
Conta de Luz,203.27,Moradia
Papelaria Kalunga,144.41,Educacao
Clinica Odontologica Sorriso,570.32,Saude
Pet Shop Bicho Feliz,14.77,Servicos
Lanchonete Central,34.97,Alimentacao
Clinica Odontologica Bem Estar,64.94,Saude
Bar da Esquina,31.19,Lazer
Livraria Cultura Didatica,104.35,Educacao
Combustivel Etanol,48.09,Transporte
Costureira do Bairro,67.91,Servicos
Auto Pecas Center,14.55,Transporte
Farmacia Nissei,385.34,Saude
Plano Odontologico OdontoPrev,241.72,Saude
Livraria Saraiva,69.44,Educacao
Aluguel Casa Jardim,268.69,Moradia
Assistencia Tecnica Eletronicos,8.44,Servicos
Padaria Bela Vista,86.08,Alimentacao
Streaming Deezer,19.24,Lazer
Seguro Residencial Bradesco,463.33,Moradia
Conta de Luz,591.04,Moradia
Mensalidade Faculdade Unip,47.94,Educacao
Barbearia Vintage,7.13,Servicos
Cinema Cinemark,10.06,Lazer
Curso Online Udemy,44.25,Educacao
Posto Ale,48.35,Transporte
Barbearia Moderna,12.65,Servicos
Barbearia Moderna,25.77,Servicos
Auto Pecas Center,15.46,Transporte
Curso Profissionalizante,121.06,Educacao
Internet Claro Fibra,303.13,Moradia
Manicure a Domicilio,21.7,Servicos
Agua e Esgoto Sabesp,129.18,Moradia
Bar da Esquina,27.23,Lazer
Consulta Medica Clinica Vida,62.61,Saude
Mensalidade Escola Positivo,74.9,Educacao
Padaria Ponto do Pao,40.75,Alimentacao
Padaria Doce Vida,48.76,Alimentacao
Streaming Spotify Premium,8.55,Lazer
Farmacia Pague Menos,100.94,Saude
Lavanderia Rapida,13.16,Servicos
Cinema Kinoplex,21.76,Lazer
Aplicativo Uber,29.82,Transporte
Protecao Veicular Porto Seguro,46.23,Transporte
Laboratorio Exame Hermes Pardini,81.57,Saude
Curso Tecnico Senai,47.47,Educacao
Servico de Fotografia,17.88,Servicos
Farmacia Popular,142.95,Saude
Mercado Sao Luiz,45.06,Alimentacao
Lava Rapido Total,35.19,Transporte
Curso de Ingles Wizard,75.35,Educacao
Conserto de Eletronicos,5.51,Servicos
Material de Construcao Casa Show,219.25,Moradia
Curso de Ingles Wizard,54.79,Educacao
Hortifruti Verde Vida,83.4,Alimentacao
Oficina Mecanica Silva,23.46,Transporte
Abastecimento Veiculo,41.02,Transporte
Supermercado Big Bompreco,42.31,Alimentacao
Bar da Esquina,44.78,Lazer
Barbearia Classica,15.78,Servicos
Assistencia Tecnica Eletronicos,35.69,Servicos
Livraria Livraria Nobel,174.19,Educacao
Mercado Dia a Dia,32.23,Alimentacao
Oficina Mecanica Silva,18.57,Transporte
Material Escolar Didatico,66.73,Educacao
Lanchonete Central,51.42,Alimentacao
Costureira do Bairro,50.67,Servicos
Pet Shop Bicho Feliz,14.1,Servicos
Streaming Deezer,42.21,Lazer
Combustivel Gasolina,22.16,Transporte
Plano Odontologico OdontoPrev,98.42,Saude
Energia Cemig,442.27,Moradia
Curso de Ingles CNA,67.11,Educacao
Material de Construcao Leroy Merlin,448.15,Moradia
Consulta Medica Particular,59.36,Saude
Salao de Beleza Charme,9.42,Servicos
Servico de Fotografia,34.55,Servicos
Oficina Mecanica Rapida,54.75,Transporte
Laboratorio Exame Fleury,408.66,Saude
Conserto de Eletronicos,14.81,Servicos
Auto Pecas Center,19.81,Transporte
Supermercado Assai,70.27,Alimentacao
Livraria Livraria Nobel,199.58,Educacao
Barbearia Moderna,27.66,Servicos
Pet Shop Bicho Feliz,40.68,Servicos
Curso Tecnico Senai,61.19,Educacao
Pet Shop Amigo Fiel,96.01,Servicos
Pet Shop Bicho Feliz,10.39,Servicos
Academia Bio Ritmo,223.16,Saude
Posto BR Mania,99.15,Transporte
Bar da Esquina,12.46,Lazer
Farmacia Pague Menos,67.58,Saude
Farmacia Pague Menos,66.52,Saude
Curso de Ingles CNA,80.94,Educacao
Padaria Bela Vista,58.97,Alimentacao
Plano de Saude Amil,196.63,Saude
Costureira do Bairro,37.54,Servicos
Papelaria Escolar Center,65.09,Educacao
Parque de Diversoes,14.59,Lazer
Streaming Spotify Premium,11.92,Lazer
Energia Enel,387.18,Moradia
Posto Ipiranga,50.07,Transporte
Hortifruti Sao Joao,36.1,Alimentacao
Barbearia Classica,51.03,Servicos
Curso de Ingles Fisk,160.97,Educacao
Combustivel Gasolina,39.59,Transporte
Cinema Cinemark,27.61,Lazer
Onibus Intermunicipal,37.1,Transporte
Posto Ale,37.36,Transporte
Salao de Beleza Vintage,31.15,Servicos
Condominio Edificio Central,213.3,Moradia
Salao de Beleza Vintage,12.04,Servicos
Consulta Medica Particular,124.53,Saude
Acougue do Ze,68.11,Alimentacao
Remedio Farmacia,330.77,Saude
Barbearia Vintage,14.53,Servicos
Acougue Central,68.04,Alimentacao
Livraria Cultura Didatica,59.4,Educacao
Lanchonete Central,25.36,Alimentacao
Internet Claro Fibra,618.45,Moradia
Parque de Diversoes,16.91,Lazer
Boliche Fun Center,28.53,Lazer
Aluguel Casa Jardim,259.01,Moradia
Conserto de Eletronicos,13.88,Servicos
Onibus Metropolitano,44.36,Transporte
Padaria Ponto do Pao,123.81,Alimentacao
Chaveiro 24 Horas,10.43,Servicos
Manicure a Domicilio,111.68,Servicos
Aplicativo InDrive,42.51,Transporte
Plano de Saude Unimed,60.45,Saude
Parque Aquatico Wet Fun,45.67,Lazer
Plano de Saude Amil,232.75,Saude
Bar da Esquina,5.71,Lazer
Rappi Delivery,124.81,Alimentacao
Internet Tim Live,456.11,Moradia
Acougue Central,81.47,Alimentacao
Moveis Etna,367.83,Moradia
Farmacia Drogasil,173.78,Saude
Assinatura Duolingo Plus,144.71,Educacao
Auto Pecas Brasil,45.33,Transporte
Consulta Medica Clinica Vida,99.19,Saude
Internet Vivo Fibra,125.06,Moradia
Agua e Esgoto Copasa,314.39,Moradia
Mercado Sao Luiz,31.1,Alimentacao
Mercado Atacadao,46.33,Alimentacao
Auto Pecas Center,41.35,Transporte
Auto Pecas Brasil,48.74,Transporte
Protecao Veicular Porto Seguro,75.39,Transporte
Supermercado Extra,81.68,Alimentacao
Farmacia Extrafarma,164.52,Saude
Laboratorio Exame Hermes Pardini,369.61,Saude
Farmacia Nissei,194.05,Saude
Padaria Doce Vida,50.11,Alimentacao
Gas Comgas,251.64,Moradia
Acougue Boi Bom,54.27,Alimentacao
Laboratorio Exame Hermes Pardini,57.96,Saude
Academia Smart Fit,204.15,Saude
Assistencia Tecnica Eletronicos,37.97,Servicos
Plano de Saude Amil,53.61,Saude
Moveis Tok e Stok,215.65,Moradia
Papelaria Nobre,137.35,Educacao
Streaming Amazon Prime,13.81,Lazer
Hospital Sao Marcos,70.29,Saude
Energia Light,329.46,Moradia
Curso Online Udemy,294.43,Educacao
Seguro Residencial Porto,340.18,Moradia
Padaria Ponto do Pao,58.63,Alimentacao
Combustivel Gasolina,56.88,Transporte
Energia CPFL,258.31,Moradia
Bar do Amigo,37.35,Lazer
Revisao Automotiva Center,18.57,Transporte
Livraria Cultura Didatica,50.81,Educacao
Curso Online Udemy,53.63,Educacao
Estacionamento Multipark,43.26,Transporte
Streaming Disney Plus,63.0,Lazer
Parque Aquatico Wet Fun,23.44,Lazer
Cinema Cinemark,78.45,Lazer
Condominio Residencial Sol,424.16,Moradia
Cinema Ingresso Show,41.54,Lazer
Agua e Esgoto Sabesp,117.63,Moradia
Acougue Boi Bom,87.42,Alimentacao
Remedio Farmacia,121.46,Saude
Parque Aquatico Wet Fun,9.87,Lazer
Clinica Odontologica Sorriso,256.9,Saude
Livraria Livraria Nobel,59.5,Educacao
Plano de Saude Amil,355.41,Saude
Passeio Parque Aquatico,11.22,Lazer
Posto BR Mania,43.88,Transporte
Protecao Veicular Porto Seguro,33.13,Transporte
Pet Shop Bicho Feliz,6.79,Servicos
Bar da Esquina,49.56,Lazer
Salao de Beleza Estilo,24.62,Servicos
Pet Shop Amigo Fiel,16.0,Servicos
Streaming Spotify Premium,65.56,Lazer
Acougue do Ze,39.39,Alimentacao
Barbearia Vintage,48.04,Servicos
Mensalidade Faculdade Estacio,45.59,Educacao
Conta de Luz,371.34,Moradia
Laboratorio Exame Hermes Pardini,76.47,Saude
Mercado Sao Luiz,54.22,Alimentacao
Farmacia Extrafarma,233.36,Saude
Salao de Beleza Vintage,32.01,Servicos
Internet Vivo Fibra,307.22,Moradia
Papelaria Kalunga,117.79,Educacao
Manicure a Domicilio,48.5,Servicos
Material Escolar Didatico,141.88,Educacao
Mensalidade Faculdade Anhanguera,153.02,Educacao
Moveis Tok e Stok,395.18,Moradia
Reforma Casa e Cia,232.64,Moradia
Pet Shop Amigo Fiel,11.1,Servicos
Assistencia Tecnica Celular,18.58,Servicos
Mercadinho da Vila,50.8,Alimentacao
Clinica Odontologica Bem Estar,44.04,Saude
Farmacia Extrafarma,101.32,Saude
Streaming Netflix,51.41,Lazer
Restaurante Temperinho,82.59,Alimentacao
Mensalidade Faculdade Estacio,112.96,Educacao
Aluguel Apartamento Centro,536.79,Moradia
Barbearia Classica,19.36,Servicos
Reforma Casa e Cia,171.82,Moradia
Conta de Agua,266.06,Moradia
Pet Shop Amigo Fiel,8.12,Servicos
Plano de Saude Unimed,242.73,Saude
Salao de Beleza Estilo,29.97,Servicos
Condominio Residencial Sol,220.76,Moradia
Hospital Sao Marcos,272.88,Saude
Cinema Cinemark,23.71,Lazer
Fisioterapia ReviveMed,176.01,Saude
Aplicativo Uber,53.3,Transporte
Passeio Parque Aquatico,23.94,Lazer
Protecao Veicular Allianz,61.59,Transporte
Buffet de Eventos Tematico,14.35,Lazer
Conta de Luz,240.17,Moradia
Pet Shop Bicho Feliz,58.33,Servicos
Seguro Residencial Bradesco,425.76,Moradia
Cinema Kinoplex,23.06,Lazer
iFood Delivery,43.16,Alimentacao
Auto Pecas Center,77.09,Transporte
Hospital Sao Marcos,89.29,Saude
Seguro Residencial Bradesco,250.7,Moradia
Pedagio Sem Parar,24.05,Transporte
Restaurante Prato Feito,62.86,Alimentacao
Mensalidade Faculdade Anhanguera,83.85,Educacao
Reforma Casa e Cia,233.01,Moradia
Boliche Fun Center,25.04,Lazer
Supermercado Pao de Acucar,74.13,Alimentacao
Assistencia Tecnica Celular,24.52,Servicos
Onibus Intermunicipal,35.28,Transporte
Cinema Kinoplex,9.8,Lazer
Aplicativo Uber,20.4,Transporte
Lanchonete do Povo,32.39,Alimentacao
Hospital Sao Marcos,132.57,Saude
Hospital Sao Marcos,176.55,Saude
Farmacia Popular,94.68,Saude
Chaveiro 24 Horas,10.68,Servicos
Assinatura Duolingo Plus,28.73,Educacao
Academia Smart Fit,207.4,Saude
iFood Delivery,46.85,Alimentacao
Barbearia Vintage,96.44,Servicos
Mercado Dia a Dia,31.65,Alimentacao
Metro Bilhete Unico,33.7,Transporte
Streaming Disney Plus,20.11,Lazer
Onibus Metropolitano,20.48,Transporte
Curso de Ingles Wizard,67.78,Educacao
Fisioterapia ReviveMed,56.16,Saude
Feira Livre do Bairro,84.57,Alimentacao
Material de Construcao Leroy Merlin,487.71,Moradia
Abastecimento Veiculo,58.92,Transporte
Clinica Odontologica Sorriso,220.87,Saude
Manicure a Domicilio,21.47,Servicos
Manicure a Domicilio,37.26,Servicos
Gas Ultragaz,184.04,Moradia
Costureira do Bairro,42.38,Servicos
Farmacia Nissei,110.46,Saude
Seguro Residencial Porto,377.24,Moradia
Farmacia Nissei,80.49,Saude
Salao de Beleza Estilo,3.91,Servicos
Auto Pecas Brasil,55.75,Transporte
Curso Preparatorio Vestibular,79.34,Educacao
Posto Ipiranga,17.82,Transporte
Parque Aquatico Wet Fun,37.71,Lazer
Auto Pecas Center,50.91,Transporte
Energia Enel,409.58,Moradia
Estacionamento Multipark,39.58,Transporte
Estacionamento Multipark,26.4,Transporte
Barbearia Moderna,25.09,Servicos
Posto Ipiranga,64.51,Transporte
Internet Vivo Fibra,432.52,Moradia
Bar do Amigo,9.68,Lazer
Chaveiro 24 Horas,17.59,Servicos
Curso de Ingles Fisk,87.68,Educacao
Aluguel Casa Jardim,450.97,Moradia
Parque Aquatico Wet Fun,27.82,Lazer
Barbearia Classica,12.37,Servicos
Parque de Diversoes,23.52,Lazer
Consulta Medica Particular,104.43,Saude
iFood Delivery,34.75,Alimentacao
Salao de Beleza Estilo,8.96,Servicos
Onibus Metropolitano,32.9,Transporte
Lavanderia Express,27.33,Servicos
Assinatura Duolingo Plus,231.78,Educacao
Pedagio Via Facil,90.54,Transporte
Energia Light,172.32,Moradia
Material de Construcao Leroy Merlin,391.33,Moradia
Barbearia Classica,65.92,Servicos
Mercado Dia a Dia,55.87,Alimentacao
Acougue Boi Bom,29.96,Alimentacao
Pet Shop Amigo Fiel,37.56,Servicos
Papelaria Kalunga,34.54,Educacao
Energia CPFL,231.38,Moradia
Chaveiro 24 Horas,13.04,Servicos
Parque de Diversoes,41.17,Lazer
Pet Shop Amigo Fiel,18.69,Servicos
Combustivel Gasolina,26.52,Transporte
Aplicativo InDrive,22.13,Transporte
Bar da Esquina,27.96,Lazer
Barbearia Classica,16.23,Servicos
Acougue Central,33.55,Alimentacao
Bar da Esquina,15.35,Lazer
iFood Delivery,18.11,Alimentacao
Mensalidade Faculdade Anhanguera,290.11,Educacao
Cinema Ingresso Show,11.26,Lazer
Hospital Sao Marcos,60.63,Saude
Pet Shop Bicho Feliz,45.39,Servicos
Livraria Saraiva,90.23,Educacao
Curso de Ingles Fisk,43.66,Educacao
Internet Oi Fibra,524.17,Moradia
Plano Odontologico Amil Dental,198.69,Saude
Farmacia Droga Raia,299.43,Saude
Streaming HBO Max,29.65,Lazer
Cinema Kinoplex,20.49,Lazer
Buffet de Eventos Tematico,35.69,Lazer
Consulta Medica Particular,144.82,Saude
Conta de Luz,293.28,Moradia
Assinatura Duolingo Plus,57.94,Educacao
Combustivel Gasolina,31.16,Transporte
Mensalidade Escola Positivo,59.92,Educacao
Aluguel Residencial Imovel,216.33,Moradia
Material Escolar Didatico,153.07,Educacao
Barbearia Vintage,7.03,Servicos
Salao de Beleza Estilo,71.67,Servicos
Curso Online Coursera,98.95,Educacao
Cinema Ingresso Show,23.52,Lazer
Curso Online Coursera,375.29,Educacao
Acougue Boi Bom,37.86,Alimentacao
Bar da Esquina,31.77,Lazer
Padaria Ponto do Pao,103.03,Alimentacao
Assinatura Duolingo Plus,68.64,Educacao
Consulta Medica Particular,88.43,Saude
Streaming Spotify Premium,16.22,Lazer
Barbearia Moderna,19.38,Servicos
Padaria Doce Vida,49.4,Alimentacao
Energia Cemig,286.68,Moradia
Farmacia Nissei,140.98,Saude
